rt_time,smiles
159.80700000000002,O=C(O)C(O)Cc1ccc(O)cc1
133.827,CCC(C)(O)C(=O)O
152.677000002,CC(C)C(O)C(=O)O
181.296,O=C(O)CCc1ccc(O)cc1O
97.974,CC(C)(O)CC(=O)O
51.462,OCC(O)c1ccc(O)c(O)c1
175.252999998,O=C(O)Cc1c[nH]c2ccc(O)cc12
268.459999998,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O
39.982999998,CC(O)=Nc1c(N)nc(O)n(C)c1=O
115.00600000200001,CC(C)C(=O)C(=O)O
92.512999998,CC(O)C1N=C(O)C2CCCN2C1=O
186.04500000000002,CC(C)C1N=C(O)C2CCCN2C1=O
49.729999998,O=C(O)C(O)c1ccc(O)c(O)c1
54.579,O=C(O)C1OC(Oc2ccc(O)cc2)C(O)C(O)C1O
194.509000002,CS(=O)CCCN=C=S
207.68899999799999,O=C(Cc1c[nH]c2ccccc12)OC1OC(C(=O)O)C(O)C(O)C1O
228.594,CC12C=Cc3occc3C1CCC13CC(CCC12)C(O)(CO)C3
87.663,CC(=O)CCC(=O)O
330.87,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C
32.572000001999996,C[N+]1(C)CCCC1C(=O)[O-]
259.321000002,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12
128.53199999999998,Cn1cnc2c1c(O)nc(=O)n2C
28.075999998,C[N+](C)(C)[O-]
235.25800000200002,CCCCCCCC(=O)OC1OC(C(=O)O)C(O)C(O)C1O
76.234000002,Cn1c(O)nc2[nH]c(O)nc2c1=O
64.74300000000001,Cn1c(O)nc2nc(O)nc(O)c21
205.256500002,O=C(OC1OC(C(=O)O)C(O)C(O)C1O)c1c[nH]c2ccccc12
75.262999998,Cn1cnc2nc(O)nc(O)c21
244.74100000200002,CCCc1oc(CCC(=O)O)c(C(=O)O)c1C
86.763,Cn1c(=O)nc(O)c2nc[nH]c21
29.893999998,CN1CC(O)CC1C(=O)O
47.563999998,CN1C(=O)CCC1c1cccnc1
97.546999998,Cn1cnc2c(ncn2C2OC(CO)C(O)C2O)c1=N
153.44699999999997,Cn1c(O)nc2ncn(C)c2c1=O
31.426999998000003,CC(C)(N)C(=O)O
