rt_time,smiles
724.2,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2
959.4,O=C(OC1Cc2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1
520.5,Oc1cc(O)c2c(c1)OC(c1cc(O)c(O)c(O)c1)C(O)C2
465.0,O=C(O)c1cc(O)cc(O)c1
636.0,O=C(O)c1ccc(O)cc1
852.0,OCC1OC(Oc2cc(O)cc(C=Cc3ccc(O)c(O)c3)c2)C(O)C(O)C1O
511.79999999999995,O=C(C=Cc1ccc(O)c(O)c1)OC(C(=O)O)C(O)C(=O)O
1105.2,OCC1OC(Oc2cc(O)cc(C=Cc3ccc(O)cc3)c2)C(O)C(O)C1O
1222.2,Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1
1220.4,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23
933.0,Oc1ccc(C2Oc3cc(O)cc(O)c3CC2O)cc1
731.4,O=c1ccc2cc(O)c(O)cc2o1
710.4,COc1cc(C=CC(=O)OC(C(=O)O)C(O)C(=O)O)ccc1O
756.0,COc1cc2ccc(=O)oc2c(OC2OC(CO)C(O)C(O)C2O)c1O
1267.8,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O
1231.8000000000002,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)ccc1O
1235.4,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)ccc1O
1056.6,COc1cc(C=Cc2cc(O)cc(OC3OC(CO)C(O)C(O)C3O)c2)ccc1O
1217.1,O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
1229.3999999999999,CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O
1183.8,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12
643.8000000000001,COC(=O)c1cc(O)c(O)c(O)c1
1227.6000000000001,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12
1262.3999999999999,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21
1171.8000000000002,O=C1CC(c2ccc(O)cc2)Oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c21
1183.8,O=C(O)C=Cc1ccccc1O
1240.4896551719999,COc1cc(C2=C(OC3OC(CO)C(O)C(O)C3O)c3cc(=O)oc4cc(O)cc(c34)O2)cc(OC)c1O
1054.2,Oc1ccc(C2c3c(O)cc(O)cc3C3C(c4ccc(O)cc4)c4c(O)cc(O)cc4C23)cc1
1212.6000000000001,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O
1263.6,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O
1072.8,Oc1cc(O)cc(C=Cc2ccc(O)c(O)c2)c1
579.6,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2
1313.4,COc1cc(C=Cc2ccc(O)cc2)cc(OC)c1
1042.8,O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(OC3OC(CO)C(O)C(O)C3O)c(O)c2)oc2cc(O)cc(O)c12
1194.6,O=C(O)C1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O
1222.2,O=c1c(O)c(-c2ccc(OC3OC(CO)C(O)C(O)C3O)c(O)c2)oc2cc(O)cc(O)c12
1206.6,O=c1c(OS(=O)(=O)O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
1200.0,O=c1c(OC2OC(C(O)CO)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
1200.0,CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O
826.8,COc1cc(C(=O)O)cc(OC)c1O
1009.2,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O
642.0,O=C(C=Cc1ccc(O)cc1)OC(C(=O)O)C(O)C(=O)O
1245.375,Oc1ccc(C=Cc2cc(O)cc3c2C(c2cc(O)cc(O)c2)C(c2ccc(O)cc2)O3)cc1
1235.4,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)c(C2OC(CO)C(O)C(O)C2O)c1O
1317.6000000000001,COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(OC)c3)oc2c1
1161.0,CCOc1ccc(N=C(C)O)cc1
1191.6,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O
145.8,COC1OC(C(=O)O)C(O)C(O)C1O
963.5999999999999,COC(=O)C1=COC(O)C2C(CO)=CCC12
1158.020689656,COc1cc(C2=C(OC3OC(CO)C(O)C(O)C3O)c3cc(C(=O)[O-])[o+]c4cc(O)cc(c34)O2)cc(OC)c1O
1100.927586204,COc1cc(C2=C(OC3OC(CO)C(O)C(O)C3O)c3cc[o+]c4cc(O)cc(c34)O2)cc(OC)c1[O-]
1184.596551726,COc1cc(C2=C(OC3OC(CO)C(O)C(O)C3O)c3cc(C)[o+]c4cc(O)cc(c34)O2)cc(OC)c1[O-]
763.8000000000001,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
466.2,O=C(O)c1ccc(O)c(O)c1
1069.2,O=C1CC(c2ccc(O)c(O)c2)c2c(cc(O)c3c2OC(c2ccc(O)c(O)c2)C(O)C3)O1
909.6,CCOC(=O)c1cc(O)c(O)c(O)c1
642.0,Oc1ccc(C2Oc3cc(O)cc4c3C2c2cc(O)cc(O)c2C(c2ccc(O)cc2)C4C2c3cc(O)cc4c3C(c3cc(O)cc(O)c3C2c2ccc(O)cc2)C(c2ccc(O)cc2)O4)cc1
74.55,N=C(N)NCCCC(N)C(=O)O
87.6,O=C(O)C(O)C(O)C(=O)O
94.80000000000001,O=C(O)C1(O)CC(O)C(O)C(O)C1
236.4,O=C(O)CCC(=O)O
237.0,CCC(=O)O
241.2,CC(O)(CC(=O)O)C(=O)O
256.8,NC(Cc1ccc(O)cc1)C(=O)O
266.40000000000003,CCC(C)C(N)C(=O)O
77.689655172,C[N+](C)(C)CCO
80.45172414,C[N+](C)(C)CC(=O)[O-]
80.45172414,CC(C)C(N)C(=O)O
90.620689656,O=C(O)C1CCCN1
101.793103446,NC(CCC(O)=NC(CS)C(O)=NCC(=O)O)C(=O)O
140.22413792999998,Oc1ccnc(O)n1
206.555172414,Oc1nc(O)c2nc(O)[nH]c2n1
237.972413796,Oc1nc(O)c2nc[nH]c2n1
